
Year,Age,Tm,Pos,No.,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds,NY/A,ANY/A,Sk%,4QC,GWD,AV
1958,22,GNB,qb,20,12,1,0-1-0,15,31,48.4,175,2,6.5,2,6.5,50,5.6,4.0,11.7,14.6,60.6,,,,,,0,0,
1959,23,GNB,,20,12,,,5,18,27.8,91,0,0.0,1,5.6,24,5.1,2.6,18.2,7.6,25.0,,,,,,0,0,
Career,,,,,24,1,0-1-0,20,49,40.8,266,2,4.1,3,6.1,50,5.4,3.5,13.3,11.1,46.8,,,,,,0,0,
