
,,,,,Games,Games,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,,,
Year,Age,Tm,Pos,No.,G,GS,Att,Yds,TD,Lng,Y/A,Y/G,A/G,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,YScm,RRTD,Fmb
1946,25,BOS,QB,,11,1,33,-186,2,4,-5.6,-16.9,3.0,,,,,,,,,-186,2,2
1947,26,2TM,,,12,2,40,151,2,28,3.8,12.6,3.3,,,,,,,,,151,2,6
,,BOS,,,4,0,4,19,0,0,4.8,4.8,1.0,,,,,,,,,19,0,0
,,NYG,TB,,8,2,36,132,2,28,3.7,16.5,4.5,,,,,,,,,132,2,6
1948,27,NYG,qb,,9,2,6,-48,0,10,-8.0,-5.3,0.7,,,,,,,,,-48,0,1
Career,,,,,32,5,79,-83,4,28,-1.1,-2.6,2.5,,,,,,,,,-83,4,9
2 yrs,,BOS,,,15,1,37,-167,2,4,-4.5,-11.1,2.5,,,,,,,,,-167,2,2
2 yrs,,NYG,,,17,4,42,84,2,28,2.0,4.9,2.5,,,,,,,,,84,2,7
