
Year,Age,Tm,Pos,No.,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds,NY/A,ANY/A,Sk%,4QC,GWD,AV
1946,25,MIA,qb,,4,1,,5,12,41.7,95,1,8.3,0,0.0,0,7.9,9.6,19.0,23.8,97.6,,,,,,0,0,
Career,,,,,4,1,,5,12,41.7,95,1,8.3,0,0.0,0,7.9,9.6,19.0,23.8,97.6,,,,,,0,0,
