
Year,Age,Tm,Pos,No.,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds,NY/A,ANY/A,Sk%,4QC,GWD,AV
1960,27,DEN,P,16,14,,,9,22,40.9,137,0,0.0,1,4.5,21,6.2,4.2,15.2,9.8,43.2,,,,,,,,1
1961,28,DEN,P/qb,16,14,3,0-4-0,93,211,44.1,1160,5,2.4,22,10.4,54,5.5,1.3,12.5,82.9,30.0,,,,,,0,1,-1
Career,,,,,28,3,0-4-0,102,233,43.8,1297,5,2.1,23,9.9,54,5.6,1.6,12.7,46.3,29.3,,,,,,0,1,0
