
,,,,,Games,Games,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,,,
Year,Age,Tm,Pos,No.,G,GS,Att,Yds,TD,Lng,Y/A,Y/G,A/G,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,YScm,RRTD,Fmb
1960,24,NYG,,11,4,,3,1,0,5,0.3,0.3,0.8,,,,,,,,,1,0,2
1961,25,NYG,,11,4,,2,10,0,10,5.0,2.5,0.5,,,,,,,,,10,0,0
1962,26,NYT,qb,17,8,4,8,62,0,18,7.8,7.8,1.0,,,,,,,,,62,0,5
Career,,,,,16,4,13,73,0,18,5.6,4.6,0.8,,,,,,,,,73,0,7
2 yrs,,NYG,,,8,0,5,11,0,10,2.2,1.4,0.6,,,,,,,,,11,0,2
1 yr,,NYT,,,8,4,8,62,0,18,7.8,7.8,1.0,,,,,,,,,62,0,5
