
,,,,,Games,Games,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,,,
Year,Age,Tm,Pos,No.,G,GS,Att,Yds,TD,Lng,Y/A,Y/G,A/G,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,YScm,RRTD,Fmb
1946,22,BOS,qb,,8,1,14,81,0,41,5.8,10.1,1.8,,,,,,,,,81,0,0
1947,23,BOS,QB,,12,1,47,145,1,41,3.1,12.1,3.9,,,,,,,,,145,1,3
1948,24,BOS,,,3,0,4,3,1,2,0.8,1.0,1.3,,,,,,,,,3,1,1
Career,,,,,23,2,65,229,2,41,3.5,10.0,2.8,,,,,,,,,229,2,4
