
Year,Age,Tm,Pos,No.,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds,NY/A,ANY/A,Sk%,4QC,GWD,AV
1935,23,PHI,qb,,2,1,,1,5,20.0,6,0,0.0,0,0.0,6,1.2,1.2,6.0,3.0,39.6,,,,,,0,0,
Career,,,,,2,1,,1,5,20.0,6,0,0.0,0,0.0,6,1.2,1.2,6.0,3.0,39.6,,,,,,0,0,
