
Year,Age,Tm,Pos,No.,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds,NY/A,ANY/A,Sk%,4QC,GWD,AV
1947,25,CHR,QB,,13,8,,96,225,42.7,1571,16,7.1,16,7.1,0,7.0,5.2,16.4,120.8,60.8,,,,,,0,0,
1948,26,2TM,,,14,3,,47,116,40.5,633,2,1.7,15,12.9,0,5.5,0.0,13.5,45.2,24.7,,,,,,0,0,
,,BCL,,,5,0,,0,0,,0,0,,0,,0,,,,0.0,,,,,,,0,0,
,,CHR,qb,,9,3,,47,116,40.5,633,2,1.7,15,12.9,0,5.5,0.0,13.5,70.3,24.7,,,,,,0,0,
1949,27,BCL,qb,,12,5,,11,27,40.7,134,0,0.0,1,3.7,0,5.0,3.3,12.2,11.2,41.3,,,,,,0,0,
Career,,,,,39,16,,154,368,41.8,2338,18,4.9,32,8.7,0,6.4,3.4,15.2,59.9,43.5,,,,,,0,0,
2 yrs,,BCL,,,17,5,,11,27,40.7,134,0,0.0,1,3.7,0,5.0,3.3,12.2,7.9,41.3,,,,,,0,0,
2 yrs,,CHR,,,22,11,,143,341,41.9,2204,18,5.3,31,9.1,0,6.5,3.4,15.4,100.2,43.7,,,,,,0,0,
