
Year,Age,Tm,Pos,No.,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds,NY/A,ANY/A,Sk%,4QC,GWD,AV
1946,22,BOS,qb,,8,1,,13,34,38.2,162,1,2.9,6,17.6,45,4.8,-2.6,12.5,20.3,24.0,,,,,,0,0,
1947,23,BOS,QB,,12,1,,66,169,39.1,1203,11,6.5,18,10.7,69,7.1,3.6,18.2,100.3,46.4,,,,,,0,0,
1948,24,BOS,,,3,0,,17,35,48.6,186,0,0.0,5,14.3,33,5.3,-1.1,10.9,62.0,25.1,,,,,,0,0,
Career,,,,,23,2,,96,238,40.3,1551,12,5.0,29,12.2,69,6.5,2.0,16.2,67.4,40.1,,,,,,0,0,
