
Year,Age,Tm,Pos,No.,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds,NY/A,ANY/A,Sk%,4QC,GWD
1944,30,CHI,qb,,9,6,,9,14,64.3,128,1,7.1,1,7.1,51,9.1,7.4,14.2,14.2,87.8,,,,,,0,0
Career,,,,,12,8,,9,14,64.3,128,1,7.1,1,7.1,51,9.1,7.4,14.2,10.7,87.8,,,,,,0,0
