
Year,Age,Tm,Pos,No.,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds,NY/A,ANY/A,Sk%,4QC,GWD,AV
1954,24,RAM,qb,9,10,1,0-1-0,31,59,52.5,509,2,3.4,1,1.7,48,8.6,8.5,16.4,50.9,86.1,,,,,,0,0,
1955,25,RAM,,9,7,,,31,71,43.7,316,1,1.4,3,4.2,25,4.5,2.8,10.2,45.1,44.1,,,,,,,,
1956,26,RAM,QB,9,12,8,2-6-0,91,178,51.1,1461,10,5.6,13,7.3,76,8.2,6.0,16.1,121.8,67.2,,,,,,0,0,
1957,27,RAM,,9,5,,,10,24,41.7,116,1,4.2,1,4.2,35,4.8,3.8,11.6,23.2,53.5,,,,,,0,0,
1958*,28,RAM,QB,9,12,12,8-4-0,181,341,53.1,2875,18,5.3,22,6.5,93,8.4,6.6,15.9,239.6,72.2,,,,,,0,0,
1959,29,RAM,QB,9,12,9,2-7-0,153,261,58.6,2001,12,4.6,17,6.5,72,7.7,5.7,13.1,166.8,71.1,,,,,,0,0,
1960,30,RAM,QB,9,11,6,1-5-0,106,182,58.2,1294,12,6.6,11,6.0,63,7.1,5.7,12.2,117.6,77.0,,,,,,1,1,8
1961,31,CHI,QB,9,13,9,5-4-0,139,250,55.6,2258,22,8.8,13,5.2,98,9.0,8.5,16.2,173.7,93.7,,,,,,3,3,13
1962,32,CHI,QB,9,14,14,9-5-0,225,412,54.6,3172,18,4.4,24,5.8,73,7.7,6.0,14.1,226.6,70.0,,,,,,3,4,12
1963*,33,CHI,QB,9,14,14,11-1-2,192,356,53.9,2301,15,4.2,12,3.4,63,6.5,5.8,12.0,164.4,74.0,,,,,,2,0,11
1964,34,CHI,QB,9,11,10,2-8-0,182,327,55.7,1944,13,4.0,14,4.3,68,5.9,4.8,10.7,176.7,68.6,,,,,,,,8
1965,35,CHI,qb,9,5,2,0-2-0,20,41,48.8,204,0,0.0,2,4.9,29,5.0,2.8,10.2,40.8,43.1,,,,,,,,1
1966,36,CHI,,9,2,,,9,21,42.9,79,0,0.0,1,4.8,14,3.8,1.6,8.8,39.5,33.6,,,,,,,,0
Career,,,,,128,85,40-43-2,1370,2523,54.3,18530,124,4.9,134,5.3,98,7.3,5.9,13.5,144.8,72.2,,,,,,9,8,53
7 yrs,,RAM,,,69,36,13-23-0,603,1116,54.0,8572,56,5.0,68,6.1,93,7.7,5.9,14.2,124.2,70.5,,,,,,1,1,8
6 yrs,,CHI,,,59,49,27-20-2,767,1407,54.5,9958,68,4.8,66,4.7,98,7.1,5.9,13.0,168.8,73.6,,,,,,8,7,45
