
Year,Age,Tm,Pos,No.,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds,NY/A,ANY/A,Sk%,4QC,GWD,AV
1953,22,SFO,,12,10,,,0,9,0.0,0,0,0.0,1,11.1,0,0.0,-5.0,,0.0,0.0,,,,,,0,0,
Career,,,,,10,,,0,9,0.0,0,0,0.0,1,11.1,0,0.0,-5.0,,0.0,0.0,,,,,,0,0,
