
Year,Age,Tm,Pos,No.,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds,NY/A,ANY/A,Sk%,4QC,GWD,AV
1948,24,CRD,qb,,9,1,,6,19,31.6,116,3,15.8,2,10.5,52,6.1,4.5,19.3,12.9,53.8,,,,,,,,
Career,,,,,9,1,,6,19,31.6,116,3,15.8,2,10.5,52,6.1,4.5,19.3,12.9,53.8,,,,,,,,
