
,,,,,Games,Games,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,,,
Year,Age,Tm,Pos,No.,G,GS,Att,Yds,TD,Lng,Y/A,Y/G,A/G,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,YScm,RRTD,Fmb
1946,24,WAS,qb,,9,4,16,60,1,36,3.8,6.7,1.8,,,,,,,,,60,1,3
1947,25,WAS,qb,,6,1,10,44,1,19,4.4,7.3,1.7,,,,,,,,,44,1,2
1948,26,2TM,,,8,1,19,79,1,20,4.2,9.9,2.4,,1,20,20.0,0,20,0.1,2.5,99,1,3
,,BOS,qb,,6,1,15,63,0,20,4.2,10.5,2.5,,,,,,,,,63,0,3
,,WAS,,,2,0,4,16,1,0,4.0,8.0,2.0,,1,20,20.0,0,20,0.5,10.0,36,1,0
Career,,,,,23,6,45,183,3,36,4.1,8.0,2.0,,1,20,20.0,0,20,0.0,0.9,203,3,8
3 yrs,,WAS,,,17,5,30,120,3,36,4.0,7.1,1.8,,1,20,20.0,0,20,0.1,1.2,140,3,5
1 yr,,BOS,,,6,1,15,63,0,20,4.2,10.5,2.5,,,,,,,,,63,0,3
