
,,,,,Games,Games,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,,,
Year,Age,Tm,Pos,No.,G,GS,Att,Yds,TD,Lng,Y/A,Y/G,A/G,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,YScm,RRTD,Fmb
1953,23,CHI,,10,12,,7,16,0,17,2.3,1.3,0.6,,,,,,,,,16,0,3
1956,26,CLE,QB,15,7,5,24,40,2,11,1.7,5.7,3.4,,,,,,,,,40,2,1
1957*,27,CLE,QB,15,11,9,14,-5,1,7,-0.4,-0.5,1.3,,,,,,,,,-5,1,0
1960,30,BUF,qb,14,14,6,16,21,1,12,1.3,1.5,1.1,,,,,,,,,21,1,2
Career,,,,,45,21,61,72,4,17,1.2,1.6,1.4,,,,,,,,,72,4,6
2 yrs,,BUF,,,15,7,16,21,1,12,1.3,1.4,1.1,,,,,,,,,21,1,2
2 yrs,,CLE,,,18,14,38,35,3,11,0.9,1.9,2.1,,,,,,,,,35,3,1
1 yr,,CHI,,,12,0,7,16,0,17,2.3,1.3,0.6,,,,,,,,,16,0,3
