
Year,Age,Tm,Pos,No.,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds,NY/A,ANY/A,Sk%,4QC,GWD,AV
1940*,22,DET,tb,,9,1,,33,66,50.0,456,3,4.5,7,10.6,0,6.9,3.0,13.8,50.7,48.1,,,,,,0,0,
1941,23,DET,tb,,11,2,,9,33,27.3,118,0,0.0,4,12.1,19,3.6,-1.9,13.1,10.7,2.4,,,,,,0,0,
1945,27,DET,tb,,8,3,,16,52,30.8,256,3,5.8,8,15.4,63,4.9,-0.8,16.0,32.0,27.9,,,,,,0,0,
1946,28,MIA,tb,,7,2,,36,74,48.6,484,2,2.7,5,6.8,0,6.5,4.0,13.4,69.1,50.7,,,,,,0,0,
Career,,,,,35,8,,94,225,41.8,1314,8,3.6,24,10.7,63,5.8,1.8,14.0,37.5,33.5,,,,,,0,0,
3 yrs,,DET,,,28,6,,58,151,38.4,830,6,4.0,19,12.6,63,5.5,0.6,14.3,29.6,30.7,,,,,,0,0,
1 yr,,MIA,,,7,2,,36,74,48.6,484,2,2.7,5,6.8,0,6.5,4.0,13.4,69.1,50.7,,,,,,0,0,
