
,,,,,Games,Games,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,,,
Year,Age,Tm,Pos,No.,G,GS,Att,Yds,TD,Lng,Y/A,Y/G,A/G,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,YScm,RRTD,Fmb
1946,25,LAD,qb,,12,3,11,-16,1,0,-1.5,-1.3,0.9,,,,,,,,,-16,1,0
1947,26,CHR,,,1,0,1,2,0,2,2.0,2.0,1.0,,,,,,,,,2,0,0
1948,27,CHR,qb,,3,2,2,-1,0,0,-0.5,-0.3,0.7,,,,,,,,,-1,0,0
Career,,,,,16,5,14,-15,1,2,-1.1,-0.9,0.9,,,,,,,,,-15,1,0
2 yrs,,CHR,,,4,2,3,1,0,2,0.3,0.3,0.8,,,,,,,,,1,0,0
1 yr,,LAD,,,12,3,11,-16,1,0,-1.5,-1.3,0.9,,,,,,,,,-16,1,0
