
,,,,,Games,Games,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,,,
Year,Age,Tm,Pos,No.,G,GS,Att,Yds,TD,Lng,Y/A,Y/G,A/G,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,YScm,RRTD,Fmb
1946,26,SFO,P/QB,,14,11,69,-10,4,0,-0.1,-0.7,4.9,,,,,,,,,-10,4,0
1947,27,SFO,P/QB,,14,9,46,179,5,0,3.9,12.8,3.3,,,,,,,,,179,5,0
1948,28,SFO,P/QB,,14,9,69,349,8,0,5.1,24.9,4.9,,1,1,1.0,0,1,0.1,0.1,350,8,0
1949,29,SFO,P/QB,,12,9,35,249,3,0,7.1,20.8,2.9,,,,,,,,,249,3,0
1950*,30,SFO,P/QB,63,12,12,53,272,3,42,5.1,22.7,4.4,,,,,,,,,272,3,4
1951,31,SFO,P/QB,63,12,11,35,146,3,34,4.2,12.2,2.9,,,,,,,,,146,3,0
1952,32,SFO,P/QB,13,12,7,22,87,1,20,4.0,7.3,1.8,,,,,,,,,87,1,3
Career,,,,,90,68,329,1272,27,42,3.9,14.1,3.7,,1,1,1.0,0,1,0.0,0.0,1273,27,7
