
,,,,,Games,Games,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,,,
Year,Age,Tm,Pos,No.,G,GS,Att,Yds,TD,Lng,Y/A,Y/G,A/G,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,YScm,RRTD,Fmb
1943,20,PHI,,,9,0,17,-20,1,5,-1.2,-2.2,1.9,,,,,,,,,-20,1,0
1944,21,PHI,,,10,0,22,-42,1,17,-1.9,-4.2,2.2,,,,,,,,,-42,1,0
1945,22,PHI,qb,,10,1,16,-7,1,8,-0.4,-0.7,1.6,,,,,,,,,-7,1,2
1946,23,PHI,,,11,0,21,8,0,12,0.4,0.7,1.9,,,,,,,,,8,0,6
1947,24,PHI,,,11,0,17,17,1,16,1.0,1.5,1.5,,,,,,,,,17,1,2
Career,,,,,51,1,93,-44,4,17,-0.5,-0.9,1.8,,,,,,,,,-44,4,10
