
,,,,,Games,Games,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,,,
Year,Age,Tm,Pos,No.,G,GS,Att,Yds,TD,Lng,Y/A,Y/G,A/G,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,YScm,RRTD,Fmb
1953,26,NYG,qb,17,3,1,5,1,0,7,0.2,0.3,1.7,,,,,,,,,1,0,1
1954,27,SFO,,16,4,,1,2,0,2,2.0,0.5,0.3,,,,,,,,,2,0,0
Career,,,,,7,1,6,3,0,7,0.5,0.4,0.9,,,,,,,,,3,0,1
1 yr,,NYG,,,3,1,5,1,0,7,0.2,0.3,1.7,,,,,,,,,1,0,1
1 yr,,SFO,,,4,0,1,2,0,2,2.0,0.5,0.3,,,,,,,,,2,0,0
