
Year,Age,Tm,Pos,No.,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds,NY/A,ANY/A,Sk%,4QC,GWD,AV
1957,25,CRD,,12,5,,,6,14,42.9,61,0,0.0,1,7.1,21,4.4,1.1,10.2,12.2,26.2,,,,,,0,0,
1960,28,OAK,,12,1,,,0,0,,0,0,,0,,0,,,,0.0,,,,,,,0,0,0
Career,,,,,6,,,6,14,42.9,61,0,0.0,1,7.1,21,4.4,1.1,10.2,10.2,26.2,,,,,,0,0,0
1 yr,,CRD,,,5,0,,6,14,42.9,61,0,0.0,1,7.1,21,4.4,1.1,10.2,12.2,26.2,,,,,,0,0,
1 yr,,OAK,,,1,0,,0,0,,0,0,,0,,0,,,,0.0,,,,,,,0,0,0
