
,,,,,Games,Games,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,,,
Year,Age,Tm,Pos,No.,G,GS,Att,Yds,TD,Lng,Y/A,Y/G,A/G,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,YScm,RRTD,Fmb
1946,25,SFO,,,10,0,6,-21,0,0,-3.5,-2.1,0.6,,,,,,,,,-21,0,0
1947,26,SFO,,,10,0,6,-9,0,0,-1.5,-0.9,0.6,,,,,,,,,-9,0,0
1948,27,CHR,QB,,10,9,24,25,0,0,1.0,2.5,2.4,,,,,,,,,25,0,0
1949,28,BUF,,,1,0,3,13,0,0,4.3,13.0,3.0,,,,,,,,,13,0,0
Career,,,,,31,9,39,8,0,0,0.2,0.3,1.3,,,,,,,,,8,0,0
2 yrs,,SFO,,,20,0,12,-30,0,0,-2.5,-1.5,0.6,,,,,,,,,-30,0,0
1 yr,,BUF,,,1,0,3,13,0,0,4.3,13.0,3.0,,,,,,,,,13,0,0
1 yr,,CHR,,,10,9,24,25,0,0,1.0,2.5,2.4,,,,,,,,,25,0,0
