
,,,,,Games,Games,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,,,
Year,Age,Tm,Pos,No.,G,GS,Att,Yds,TD,Lng,Y/A,Y/G,A/G,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,YScm,RRTD,Fmb
1949,22,NYY,,,9,0,3,46,1,17,15.3,5.1,0.3,,,,,,,,,46,1,1
1950,23,NYY,,18,8,,2,12,0,7,6.0,1.5,0.3,,,,,,,,,12,0,0
1951,24,2TM,,,10,3,7,26,0,11,3.7,2.6,0.7,,,,,,,,,26,0,2
,,PHI,,11,4,,6,21,0,11,3.5,5.3,1.5,,,,,,,,,21,0,2
,,NYY,qb,18,6,3,1,5,0,5,5.0,0.8,0.2,,,,,,,,,5,0,0
Career,,,,,27,3,12,84,1,17,7.0,3.1,0.4,,,,,,,,,84,1,3
3 yrs,,NYY,,,23,3,6,63,1,17,10.5,2.7,0.3,,,,,,,,,63,1,1
1 yr,,PHI,,,4,0,6,21,0,11,3.5,5.3,1.5,,,,,,,,,21,0,2
