
Year,Age,Tm,Pos,No.,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds,NY/A,ANY/A,Sk%,4QC,GWD,AV
1960,22,SFO,,11,8,,,2,2,100.0,61,1,50.0,0,0.0,41,30.5,40.5,30.5,7.6,158.3,,,,,,1,1,0
1961,23,SFO,,11,8,,,13,28,46.4,183,1,3.6,2,7.1,26,6.5,4.0,14.1,22.9,50.1,,,,,,0,0,3
1962,24,SFO,,11,7,,,2,6,33.3,28,0,0.0,0,0.0,15,4.7,4.7,14.0,4.0,49.3,,,,,,,,1
1963,25,SFO,qb,11,7,2,0-2-0,42,88,47.7,435,1,1.1,6,6.8,42,4.9,2.1,10.4,62.1,37.8,,,,,,,,1
Career,,,,,30,2,0-2-0,59,124,47.6,707,3,2.4,8,6.5,42,5.7,3.3,12.0,23.6,46.7,,,,,,1,1,5
