
Year,Age,Tm,Pos,No.,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds,NY/A,ANY/A,Sk%,4QC,GWD
1937,24,BKN,qb,,6,1,,11,23,47.8,168,1,4.3,3,13.0,60,7.3,2.3,15.3,28.0,47.3,,,,,,0,0
Career,,,,,7,1,,11,23,47.8,168,1,4.3,3,13.0,60,7.3,2.3,15.3,24.0,47.3,,,,,,0,0
1 yr,,BKN,,,6,1,,11,23,47.8,168,1,4.3,3,13.0,60,7.3,2.3,15.3,28.0,47.3,,,,,,0,0
1 yr,,CHI,,,1,0,,0,0,,0,0,,0,,0,,,,0.0,,,,,,,0,0
