
Year,Age,Tm,Pos,No.,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds,NY/A,ANY/A,Sk%,4QC,GWD
1952,28,NYG,LDH/P,49,12,,0-1-0,11,47,23.4,172,1,2.1,7,14.9,70,3.7,-2.6,15.6,14.3,9.8,,,,,,0,0
Career,,,,,82,,0-1-0,11,47,23.4,172,1,2.1,7,14.9,70,3.7,-2.6,15.6,2.1,9.8,,,,,,0,0
6 yrs,,NYG,,,70,0,0-1-0,11,47,23.4,172,1,2.1,7,14.9,70,3.7,-2.6,15.6,2.5,9.8,,,,,,0,0
1 yr,,NYY,,,12,1,,0,0,,0,0,,0,,0,,,,0.0,,,,,,,,
