
Year,Age,Tm,Pos,No.,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds,NY/A,ANY/A,Sk%,4QC,GWD,AV
1957,25,CLE,,10,5,,,3,6,50.0,22,0,0.0,1,16.7,8,3.7,-3.8,7.3,4.4,19.4,,,,,,0,0,
Career,,,,,5,,,3,6,50.0,22,0,0.0,1,16.7,8,3.7,-3.8,7.3,4.4,19.4,,,,,,0,0,
