
Year,Age,Tm,Pos,No.,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds,NY/A,ANY/A,Sk%,4QC,GWD,AV
1952,22,DET,,19,6,,,1,6,16.7,39,0,0.0,1,16.7,39,6.5,-1.0,39.0,6.5,14.6,,,,,,0,0,
1953,23,DET,qb,19,7,1,1-0-0,14,30,46.7,174,0,0.0,5,16.7,26,5.8,-1.7,12.4,24.9,25.6,,,,,,0,0,
1954,24,DET,qb,19,12,4,3-1-0,77,138,55.8,1073,8,5.8,7,5.1,66,7.8,6.7,13.9,89.4,79.2,,,,,,,,
1958,28,NYG,,17,1,,,1,3,33.3,14,0,0.0,0,0.0,14,4.7,4.7,14.0,14.0,49.3,,,,,,0,0,
1960,30,DEN,,,3,,,0,0,,0,0,,0,,0,,,,0.0,,,,,,,0,0,0
Career,,,,,29,5,4-1-0,93,177,52.5,1300,8,4.5,13,7.3,66,7.3,4.9,14.0,44.8,60.9,,,,,,0,0,0
3 yrs,,DET,,,25,5,4-1-0,92,174,52.9,1286,8,4.6,13,7.5,66,7.4,4.9,14.0,51.4,61.1,,,,,,0,0,
1 yr,,DEN,,,3,0,,0,0,,0,0,,0,,0,,,,0.0,,,,,,,0,0,0
1 yr,,NYG,,,1,0,,1,3,33.3,14,0,0.0,0,0.0,14,4.7,4.7,14.0,14.0,49.3,,,,,,0,0,
