
,,,,,Games,Games,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,,,
Year,Age,Tm,Pos,No.,G,GS,Att,Yds,TD,Lng,Y/A,Y/G,A/G,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,YScm,RRTD,Fmb
1949,25,NYY,P,,12,1,29,91,0,0,3.1,7.6,2.4,,6,109,18.2,0,0,0.5,9.1,200,0,0
1952,28,NYG,LDH/P,49,12,,7,40,1,8,5.7,3.3,0.6,,,,,,,,,40,1,5
Career,,,,,82,1,36,131,1,8,3.6,1.6,0.4,,6,109,18.2,0,0,0.1,1.3,240,1,7
6 yrs,,NYG,,,70,0,7,40,1,8,5.7,0.6,0.1,,,,,,,,,40,1,7
1 yr,,NYY,,,12,1,29,91,0,0,3.1,7.6,2.4,,6,109,18.2,0,0,0.5,9.1,200,0,0
