
,,,,,Games,Games,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,,,
Year,Age,Tm,Pos,No.,G,GS,Att,Yds,TD,Lng,Y/A,Y/G,A/G,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,YScm,RRTD,Fmb
1960,23,BUF,QB,18,10,6,21,29,2,11,1.4,2.9,2.1,,1,0,0.0,0,0,0.1,0.0,29,2,9
1961,24,BUF,QB,18,8,5,14,15,1,14,1.1,1.9,1.8,,,,,,,,,15,1,4
1962,25,NYT,QB,12,11,8,17,35,3,8,2.1,3.2,1.5,,,,,,,,,35,3,6
Career,,,,,30,19,52,79,6,14,1.5,2.6,1.7,,1,0,0.0,0,0,0.0,0.0,79,6,19
2 yrs,,BUF,,,18,11,35,44,3,14,1.3,2.4,1.9,,1,0,0.0,0,0,0.1,0.0,44,3,13
2 yrs,,NYJ-NYT,,,12,8,17,35,3,8,2.1,2.9,1.4,,,,,,,,,35,3,6
