
,,,,,Games,Games,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,,,
Year,Age,Tm,Pos,No.,G,GS,Att,Yds,TD,Lng,Y/A,Y/G,A/G,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,YScm,RRTD,Fmb
1948,23,CHI,K,,9,3,15,110,1,26,7.3,12.2,1.7,,,,,,,,,110,1,1
1949,24,CHI,K/QB,,12,7,8,64,2,20,8.0,5.3,0.7,,,,,,,,,64,2,2
1950*+,25,CHI,K/QB,32,12,12,63,397,11,40,6.3,33.1,5.3,,1,16,16.0,0,16,0.1,1.3,413,11,2
1951*,26,CHI,QB,32,12,6,47,171,7,22,3.6,14.3,3.9,,,,,,,,,171,7,2
Career,,,,,45,28,133,742,21,40,5.6,16.5,3.0,,1,16,16.0,0,16,0.0,0.4,758,21,7
