
,,,,,Games,Games,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,,,
Year,Age,Tm,Pos,No.,G,GS,Att,Yds,TD,Lng,Y/A,Y/G,A/G,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,YScm,RRTD,Fmb
1958,22,GNB,qb,20,12,1,24,153,1,20,6.4,12.8,2.0,,,,,,,,,153,1,3
1959,23,GNB,,20,12,,2,5,0,8,2.5,0.4,0.2,,,,,,,,,5,0,0
Career,,,,,24,1,26,158,1,20,6.1,6.6,1.1,,,,,,,,,158,1,3
