
Year,Age,Tm,Pos,No.,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds,NY/A,ANY/A,Sk%,4QC,GWD,AV
1952,22,RAM,,10,2,,,3,10,30.0,47,0,0.0,3,30.0,30,4.7,-8.8,15.7,23.5,7.1,,,,,,0,0,
Career,,,,,2,,,3,10,30.0,47,0,0.0,3,30.0,30,4.7,-8.8,15.7,23.5,7.1,,,,,,0,0,
