
Year,Age,Tm,Pos,No.,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds,NY/A,ANY/A,Sk%,4QC,GWD,AV
1946,26,CHI,qb,,11,3,,8,21,38.1,108,1,4.8,2,9.5,20,5.1,1.8,13.5,9.8,31.5,,,,,,0,0,
1947,27,CHI,,,9,0,,0,2,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,,,,,,0,0,
1948,28,CHR,,,13,0,,3,9,33.3,24,0,0.0,3,33.3,0,2.7,-12.3,8.0,1.8,2.8,,,,,,0,0,
Career,,,,,33,3,,11,32,34.4,132,1,3.1,5,15.6,20,4.1,-2.3,12.0,4.0,18.7,,,,,,0,0,
2 yrs,,CHI,,,20,3,,8,23,34.8,108,1,4.3,2,8.7,20,4.7,1.7,13.5,5.4,28.9,,,,,,0,0,
1 yr,,CHR,,,13,0,,3,9,33.3,24,0,0.0,3,33.3,0,2.7,-12.3,8.0,1.8,2.8,,,,,,0,0,
