
,,,,,Games,Games,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,,,
Year,Age,Tm,Pos,No.,G,GS,Att,Yds,TD,Lng,Y/A,Y/G,A/G,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,YScm,RRTD,Fmb
1944,23,BOS,qb,,7,4,14,-21,0,6,-1.5,-3.0,2.0,,,,,,,,,-21,0,0
1945,24,BOS,P,,10,0,23,4,0,20,0.2,0.4,2.3,,1,-8,-8.0,0,-8,0.1,-0.8,-4,0,3
Career,,,,,17,4,37,-17,0,20,-0.5,-1.0,2.2,,1,-8,-8.0,0,0,0.1,-0.5,-25,0,3
