
Year,Age,Tm,Pos,No.,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds,NY/A,ANY/A,Sk%,4QC,GWD,AV
1947,28,NYG,,,4,0,,19,57,33.3,269,1,1.8,7,12.3,64,4.7,-0.5,14.2,67.3,15.8,,,,,,0,0,
Career,,,,,4,0,,19,57,33.3,269,1,1.8,7,12.3,64,4.7,-0.5,14.2,67.3,15.8,,,,,,0,0,
