
Year,Age,Tm,Pos,No.,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds,NY/A,ANY/A,Sk%,4QC,GWD,AV
1948,21,PIT,bb,,9,3,,23,57,40.4,294,0,0.0,4,7.0,43,5.2,2.0,12.8,32.7,28.0,,,,,,0,0,
1950,23,PIT,,48,11,,,23,54,42.6,383,3,5.6,5,9.3,51,7.1,4.0,16.7,34.8,47.1,,,,,,0,0,
1951,24,2TM,,,6,,,0,2,0.0,0,0,0.0,1,50.0,0,0.0,-22.5,,0.0,0.0,,,,,,0,0,
,,CRD,,44,2,,,0,0,,0,0,,0,,0,,,,0.0,,,,,,,0,0,
,,PIT,,23,4,,,0,2,0.0,0,0,0.0,1,50.0,0,0.0,-22.5,,0.0,0.0,,,,,,0,0,
Career,,,,,26,3,,46,113,40.7,677,3,2.7,10,8.8,51,6.0,2.5,14.7,26.0,32.9,,,,,,0,0,
3 yrs,,PIT,,,24,3,,46,113,40.7,677,3,2.7,10,8.8,51,6.0,2.5,14.7,28.2,32.9,,,,,,0,0,
1 yr,,CRD,,,2,0,,0,0,,0,0,,0,,0,,,,0.0,,,,,,,0,0,
