
Year,Age,Tm,Pos,No.,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds,NY/A,ANY/A,Sk%,4QC,GWD,AV
1960,23,DET,,18,7,,,0,0,,0,0,,0,,0,,,,0.0,,,,,,,0,0,0
1961,24,BUF,qb,17,9,3,1-2-0,34,74,45.9,586,5,6.8,2,2.7,76,7.9,8.1,17.2,65.1,84.6,,,,,,1,1,2
1962,25,BUF,QB,17,14,7,5-1-1,67,177,37.9,1196,10,5.6,14,7.9,76,6.8,4.3,17.9,85.4,47.7,,,,,,1,1,4
Career,,,,,30,10,6-3-1,101,251,40.2,1782,15,6.0,16,6.4,76,7.1,5.4,17.6,59.4,58.6,,,,,,2,2,6
2 yrs,,BUF,,,23,10,6-3-1,101,251,40.2,1782,15,6.0,16,6.4,76,7.1,5.4,17.6,77.5,58.6,,,,,,2,2,6
1 yr,,DET,,,7,0,,0,0,,0,0,,0,,0,,,,0.0,,,,,,,0,0,0
