
Year,Age,Tm,Pos,No.,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds,NY/A,ANY/A,Sk%,4QC,GWD,AV
1946,27,BUF,qb,,11,1,,9,26,34.6,86,1,3.8,1,3.8,0,3.3,2.3,9.6,7.8,41.5,,,,,,0,0,
Career,,,,,11,1,,9,26,34.6,86,1,3.8,1,3.8,0,3.3,2.3,9.6,7.8,41.5,,,,,,0,0,
