
,,,,,Games,Games,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,,,
Year,Age,Tm,Pos,No.,G,GS,Att,Yds,TD,Lng,Y/A,Y/G,A/G,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,YScm,RRTD,Fmb
1946,23,BUF,qb,,12,4,36,29,1,0,0.8,2.4,3.0,,,,,,,,,29,1,0
1947,24,BUF,qb,,11,1,4,11,0,0,2.8,1.0,0.4,,,,,,,,,11,0,0
1948,25,2TM,,,12,0,1,4,0,0,4.0,0.3,0.1,,,,,,,,,4,0,0
,,CLE,,,9,0,1,4,0,0,4.0,0.4,0.1,,,,,,,,,4,0,0
Career,,,,,35,5,41,44,1,0,1.1,1.3,1.2,,,,,,,,,44,1,0
3 yrs,,BUF,,,26,5,40,40,1,0,1.0,1.5,1.5,,,,,,,,,40,1,0
1 yr,,CLE,,,9,0,1,4,0,0,4.0,0.4,0.1,,,,,,,,,4,0,0
