
Year,Age,Tm,Pos,No.,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds,NY/A,ANY/A,Sk%,4QC,GWD,AV
1944,27,RAM,KR/tb,,10,2,,49,113,43.4,777,8,7.1,10,8.8,70,6.9,4.3,15.9,77.7,53.6,,,,,,0,0,
1945,28,RAM,,,10,0,,8,21,38.1,146,2,9.5,3,14.3,44,7.0,2.4,18.3,14.6,55.0,,,,,,,,
1946,29,RAM,tb,,2,1,,0,0,,0,0,,0,,0,,,,0.0,,,,,,,0,0,
1947,30,BUF,P,,13,0,,0,0,,0,0,,0,,0,,,,0.0,,,,,,,0,0,
Career,,,,,35,3,,57,134,42.5,923,10,7.5,13,9.7,70,6.9,4.0,16.2,26.4,51.5,,,,,,0,0,
3 yrs,,RAM,,,22,3,,57,134,42.5,923,10,7.5,13,9.7,70,6.9,4.0,16.2,42.0,51.5,,,,,,0,0,
1 yr,,BUF,,,13,0,,0,0,,0,0,,0,,0,,,,0.0,,,,,,,0,0,
