
Year,Age,Tm,Pos,No.,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds,NY/A,ANY/A,Sk%,4QC,GWD,AV
1947,24,DET,qb,,9,2,,94,175,53.7,1384,13,7.4,20,11.4,79,7.9,4.3,14.7,153.8,65.0,,,,,,0,0,
1948,25,DET,qb,,12,2,,50,101,49.5,912,9,8.9,8,7.9,83,9.0,7.2,18.2,76.0,77.7,,,,,,0,0,
1949,26,DET,qb,,11,1,,53,112,47.3,665,3,2.7,9,8.0,40,5.9,2.9,12.5,60.5,41.7,,,,,,0,0,
Career,,,,,32,5,,197,388,50.8,2961,25,6.4,37,9.5,83,7.6,4.6,15.0,92.5,58.1,,,,,,0,0,
