
Year,Age,Tm,Pos,No.,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds,NY/A,ANY/A,Sk%,4QC,GWD
1947,26,DET,hb,,11,4,,13,31,41.9,171,1,3.2,5,16.1,39,5.5,-1.1,13.2,15.5,31.2,,,,,,0,0
Career,,,,,22,9,,13,31,41.9,171,1,3.2,5,16.1,39,5.5,-1.1,13.2,7.8,31.2,,,,,,0,0
