
,,,,,Games,Games,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,,,
Year,Age,Tm,Pos,No.,G,GS,Att,Yds,TD,Lng,Y/A,Y/G,A/G,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,YScm,RRTD,Fmb
1947,24,DET,qb,,9,2,18,143,0,32,7.9,15.9,2.0,,,,,,,,,143,0,7
1948,25,DET,qb,,12,2,28,86,1,18,3.1,7.2,2.3,,8,122,15.3,3,44,0.7,10.2,208,4,3
1949,26,DET,qb,,11,1,13,58,1,27,4.5,5.3,1.2,,,,,,,,,58,1,1
Career,,,,,32,5,59,287,2,32,4.9,9.0,1.8,,8,122,15.3,3,44,0.3,3.8,409,5,11
