
Year,Age,Tm,Pos,No.,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds,NY/A,ANY/A,Sk%,4QC,GWD,AV
1951,21,CHI,,9,8,,,14,33,42.4,146,1,3.0,2,6.1,19,4.4,2.3,10.4,18.3,40.7,,,,,,0,0,
1952,22,CHI,QB,9,11,7,3-4-0,45,87,51.7,579,6,6.9,5,5.7,56,6.7,5.4,12.9,52.6,72.0,,,,,,0,0,
1955,25,CHI,,9,10,,,15,40,37.5,256,3,7.5,5,12.5,37,6.4,2.3,17.1,25.6,45.4,,,,,,0,0,
Career,,,,,29,7,3-4-0,74,160,46.3,981,10,6.3,12,7.5,56,6.1,4.0,13.3,33.8,55.8,,,,,,0,0,
