
,,,,,Games,Games,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,,,
Year,Age,Tm,Pos,No.,G,GS,Att,Yds,TD,Lng,Y/A,Y/G,A/G,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,YScm,RRTD,Fmb
1941,23,CRD,P/TB,,9,5,43,104,0,15,2.4,11.6,4.8,,,,,,,,,104,0,0
1946,28,CRD,,,5,0,4,6,0,18,1.5,1.2,0.8,,,,,,,,,6,0,3
1947,29,CRD,P,,11,0,5,13,0,17,2.6,1.2,0.5,,,,,,,,,13,0,2
1948,30,CRD,P/QB,,12,5,13,17,1,12,1.3,1.4,1.1,,,,,,,,,17,1,4
1949,31,NYG,P,,11,0,1,-1,0,-1,-1.0,-0.1,0.1,,,,,,,,,-1,0,2
Career,,,,,48,10,66,139,1,18,2.1,2.9,1.4,,,,,,,,,139,1,11
4 yrs,,CRD,,,37,10,65,140,1,18,2.2,3.8,1.8,,,,,,,,,140,1,9
1 yr,,NYG,,,11,0,1,-1,0,-1,-1.0,-0.1,0.1,,,,,,,,,-1,0,2
