
Year,Age,Tm,Pos,No.,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds,NY/A,ANY/A,Sk%,4QC,GWD,AV
1953,23,CHI,,10,12,,,33,67,49.3,437,1,1.5,4,6.0,40,6.5,4.1,13.2,36.4,50.4,,,,,,0,0,
1956,26,CLE,QB,15,7,5,3-2-0,42,96,43.8,551,4,4.2,8,8.3,46,5.7,2.8,13.1,78.7,41.6,,,,,,0,0,
1957*,27,CLE,QB,15,11,9,7-1-1,63,110,57.3,1229,9,8.2,8,7.3,65,11.2,9.5,19.5,111.7,93.3,,,,,,,,
1960,30,BUF,qb,14,14,6,1-3-1,65,145,44.8,1033,7,4.8,13,9.0,64,7.1,4.1,15.9,73.8,47.9,,,,,,,,3
1961,31,BUF,qb,14,1,1,0-1-0,1,5,20.0,11,0,0.0,1,20.0,11,2.2,-6.8,11.0,11.0,0.0,,,,,,,,0
Career,,,,,45,21,11-7-2,204,423,48.2,3261,21,5.0,34,8.0,65,7.7,5.1,16.0,72.5,57.5,,,,,,0,0,3
2 yrs,,BUF,,,15,7,1-4-1,66,150,44.0,1044,7,4.7,14,9.3,64,7.0,3.7,15.8,69.6,44.4,,,,,,,,3
2 yrs,,CLE,,,18,14,10-3-1,105,206,51.0,1780,13,6.3,16,7.8,65,8.6,6.4,17.0,98.9,69.2,,,,,,0,0,
1 yr,,CHI,,,12,0,,33,67,49.3,437,1,1.5,4,6.0,40,6.5,4.1,13.2,36.4,50.4,,,,,,0,0,
