
Year,Age,Tm,Pos,No.,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds,NY/A,ANY/A,Sk%,4QC,GWD,AV
1960,24,NYT,,46,7,,,0,3,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,,,,,,,,0
1961,25,NYT,,19,11,,,7,21,33.3,82,1,4.8,2,9.5,35,3.9,0.6,11.7,7.5,22.4,,,,,,,,0
1962,26,NYT,,19,6,,,0,2,0.0,0,0,0.0,1,50.0,0,0.0,-22.5,,0.0,0.0,,,,,,,,0
Career,,,,,24,,,7,26,26.9,82,1,3.8,3,11.5,35,3.2,-1.3,11.7,3.4,13.5,,,,,,,,0
