
,,,,,Games,Games,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,,,
Year,Age,Tm,Pos,No.,G,GS,Att,Yds,TD,Lng,Y/A,Y/G,A/G,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,YScm,RRTD,Fmb
1949,22,PIT,,,11,0,35,135,1,38,3.9,12.3,3.2,,1,17,17.0,1,17,0.1,1.5,152,2,0
1950,23,PIT,,7,9,,1,2,0,2,2.0,0.2,0.1,,,,,,,,,2,0,0
1951,24,PIT,RDH,7,12,,3,27,0,22,9.0,2.3,0.3,,,,,,,,,27,0,1
1952*,25,PIT,QB,7,12,12,23,37,5,20,1.6,3.1,1.9,,,,,,,,,37,5,7
1953,26,PIT,QB,7,11,9,12,0,2,4,0.0,0.0,1.1,,,,,,,,,0,2,3
1954,27,PIT,QB,7,12,12,9,17,0,6,1.9,1.4,0.8,,,,,,,,,17,0,4
1955,28,PIT,QB,7,12,12,35,76,4,9,2.2,6.3,2.9,,,,,,,,,76,4,5
Career,,,,,79,45,118,294,12,38,2.5,3.7,1.5,,1,17,17.0,1,17,0.0,0.2,311,13,20
