
,,,,,Games,Games,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,,,
Year,Age,Tm,Pos,No.,G,GS,Att,Yds,TD,Lng,Y/A,Y/G,A/G,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,YScm,RRTD,Fmb
1960,22,SFO,,11,8,,1,8,0,8,8.0,1.0,0.1,,,,,,,,,8,0,0
1961,23,SFO,,11,8,,47,233,3,35,5.0,29.1,5.9,,,,,,,,,233,3,3
1962,24,SFO,,11,7,,12,42,0,14,3.5,6.0,1.7,,,,,,,,,42,0,1
1963,25,SFO,qb,11,7,2,5,-2,0,8,-0.4,-0.3,0.7,,,,,,,,,-2,0,3
Career,,,,,30,2,65,281,3,35,4.3,9.4,2.2,,,,,,,,,281,3,7
