
,,,,,Games,Games,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,,,
Year,Age,Tm,Pos,No.,G,GS,Att,Yds,TD,Lng,Y/A,Y/G,A/G,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,YScm,RRTD,Fmb
1940*,22,DET,tb,,9,1,42,122,2,0,2.9,13.6,4.7,,,,,,,,,122,2,0
1941,23,DET,tb,,11,2,16,36,0,13,2.3,3.3,1.5,,1,6,6.0,0,6,0.1,0.5,42,0,0
1945,27,DET,tb,,8,3,24,71,0,14,3.0,8.9,3.0,,,,,,,,,71,0,3
1946,28,MIA,tb,,7,2,15,-55,0,0,-3.7,-7.9,2.1,,2,17,8.5,0,0,0.3,2.4,-38,0,0
Career,,,,,35,8,97,174,2,14,1.8,5.0,2.8,,3,23,7.7,0,6,0.1,0.7,197,2,3
3 yrs,,DET,,,28,6,82,229,2,14,2.8,8.2,2.9,,1,6,6.0,0,6,0.0,0.2,235,2,3
1 yr,,MIA,,,7,2,15,-55,0,0,-3.7,-7.9,2.1,,2,17,8.5,0,0,0.3,2.4,-38,0,0
