
Year,Age,Tm,Pos,No.,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds,NY/A,ANY/A,Sk%,4QC,GWD
1944,29,WAS,,,8,0,,4,6,66.7,33,0,0.0,0,0.0,14,5.5,5.5,8.3,4.1,80.6,,,,,,0,0
Career,,,,,12,0,,4,6,66.7,33,0,0.0,0,0.0,14,5.5,5.5,8.3,2.8,80.6,,,,,,0,0
