
Year,Age,Tm,Pos,No.,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds,NY/A,ANY/A,Sk%,4QC,GWD,AV
1946,21,CHR,,,3,0,,0,0,,0,0,,0,,0,,,,0.0,,,,,,,0,0,
1947,22,CHR,,,2,0,,1,2,50.0,9,0,0.0,0,0.0,9,4.5,4.5,9.0,4.5,62.5,,,,,,0,0,
Career,,,,,5,0,,1,2,50.0,9,0,0.0,0,0.0,9,4.5,4.5,9.0,1.8,62.5,,,,,,0,0,
