
,,,,,Games,Games,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,,,
Year,Age,Tm,Pos,No.,G,GS,Att,Yds,TD,Lng,Y/A,Y/G,A/G,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,YScm,RRTD,Fmb
1946,24,CHR,K,,13,1,4,10,0,0,2.5,0.8,0.3,,,,,,,,,10,0,0
1947,25,BCL,qb,,4,1,1,1,0,1,1.0,0.3,0.3,,,,,,,,,1,0,0
Career,,,,,26,6,5,11,0,1,2.2,0.4,0.2,,,,,,,,,11,0,0
1 yr,,BCL,,,4,1,1,1,0,1,1.0,0.3,0.3,,,,,,,,,1,0,0
1 yr,,CHR,,,13,1,4,10,0,0,2.5,0.8,0.3,,,,,,,,,10,0,0
1 yr,,RAM,,,9,4,0,0,0,0,,0.0,0.0,,,,,,,,,0,0,0
