
Year,Age,Tm,Pos,No.,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds,NY/A,ANY/A,Sk%,4QC,GWD
1960,27,LAC,,17,14,,,2,7,28.6,23,0,0.0,2,28.6,16,3.3,-9.6,11.5,1.6,1.2,,,,,,,
Career,,,,,28,,,2,7,28.6,23,0,0.0,2,28.6,16,3.3,-9.6,11.5,0.8,1.2,,,,,,,
