
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,2PM,TD,Pts,Sk,Tkl,Ast
1,2009,1,2009-09-13,21-218,DET,@,NOR,L 27-45,*,16,37,43.24,205,0,3,27.4,5.54,1.89,2,0,0.00,1,0,0,0,,0,,1,6,0.0,0,0
2,2009,2,2009-09-20,21-225,DET,,MIN,L 13-27,*,18,30,60.00,152,1,2,56.5,5.07,2.73,1,7,7.00,0,0,0,0,,0,,0,0,0.0,1,0
3,2009,3,2009-09-27,21-232,DET,,WAS,W 19-14,*,21,36,58.33,241,1,0,87.8,6.69,7.25,2,23,11.50,0,0,0,0,,0,,0,0,0.0,0,0
4,2009,4,2009-10-04,21-239,DET,@,CHI,L 24-48,*,24,36,66.67,296,1,1,89.6,8.22,7.53,2,20,10.00,0,0,0,0,,0,,0,0,0.0,0,0
5,2009,7,2009-11-01,21-267,DET,,STL,L 10-17,*,14,33,42.42,168,0,1,46.0,5.09,3.73,1,4,4.00,1,0,0,0,,0,,1,6,0.0,0,0
6,2009,8,2009-11-08,21-274,DET,@,SEA,L 20-32,*,22,42,52.38,203,2,5,42.2,4.83,0.43,0,0,,0,0,0,0,,0,,0,0,0.0,0,0
7,2009,9,2009-11-15,21-281,DET,@,MIN,L 10-27,*,29,51,56.86,224,1,0,74.3,4.39,4.78,4,28,7.00,0,0,0,0,,0,,0,0,0.0,0,0
8,2009,10,2009-11-22,21-288,DET,,CLE,W 38-37,*,26,43,60.47,422,5,2,112.7,9.81,10.05,2,7,3.50,0,0,0,0,,0,,0,0,0.0,0,0
9,2009,11,2009-11-26,21-292,DET,,GNB,L 12-34,*,20,43,46.51,213,1,4,30.5,4.95,1.23,3,21,7.00,0,0,0,0,,0,,0,0,0.0,0,0
10,2009,12,2009-12-06,21-302,DET,@,CIN,L 13-23,*,11,26,42.31,143,1,2,41.0,5.50,2.81,3,-2,-0.67,0,0,0,0,,0,,0,0,0.0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,2PM,TD,Pts,Sk,Tkl,Ast
11,2010,1,2010-09-12,22-217,DET,@,CHI,L 14-19,*,11,15,73.33,83,0,0,86.2,5.53,5.53,0,0,,0,0,0,0,,0,,0,0,0.0,0,0
12,2010,7,2010-10-31,22-266,DET,,WAS,W 37-25,*,26,45,57.78,212,4,1,90.2,4.71,5.49,0,0,,0,0,0,0,,0,1,0,2,0.0,0,0
13,2010,8,2010-11-07,22-273,DET,,NYJ,L 20-23,*,20,36,55.56,240,2,0,94.7,6.67,7.78,4,11,2.75,1,0,0,0,,0,,1,6,0.0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,2PM,TD,Pts,Sk,Tkl,Ast
14,2011,1,2011-09-11,23-216,DET,@,TAM,W 27-20,*,24,33,72.73,305,3,1,118.9,9.24,9.70,1,0,0.00,0,0,0,0,,0,,0,0,0.0,0,0
