
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts,Sk,Tkl,Ast
1,2008,2,2008-09-14,23-086,GNB,@,DET,W 48-25,,0,0,,0,0,0,,,,2,-2,-1.00,0,0,0,0.0,0,0
2,2008,4,2008-09-28,23-100,GNB,@,TAM,L 21-30,,2,5,40.00,6,0,0,47.9,1.20,1.20,0,0,,0,0,0,0.0,0,0
3,2008,11,2008-11-24,23-157,GNB,@,NOR,L 29-51,,0,0,,0,0,0,,,,1,0,0.00,0,0,0,0.0,0,0
4,2008,13,2008-12-07,23-170,GNB,,HOU,L 21-24,,,,,,,,,,,,,,,,,,,
5,2008,14,2008-12-14,23-177,GNB,@,JAX,L 16-20,,,,,,,,,,,,,,,,,,,
6,2008,15,2008-12-22,23-185,GNB,@,CHI,L 17-20,,0,0,,0,0,0,,,,1,6,6.00,0,0,0,0.0,0,0
7,2008,16,2008-12-28,23-191,GNB,,DET,W 31-21,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts,Sk,Tkl,Ast
8,2009,1,2009-09-13,24-085,GNB,,CHI,W 21-15,,,,,,,,,,,,,,,,,,,
9,2009,2,2009-09-20,24-092,GNB,,CIN,L 24-31,,,,,,,,,,,,,,,,,,,
10,2009,3,2009-09-27,24-099,GNB,@,STL,W 36-17,,,,,,,,,,,,,,,,,,,
11,2009,4,2009-10-05,24-107,GNB,@,MIN,L 23-30,,,,,,,,,,,,,,,,,,,
12,2009,5,2009-10-18,24-120,GNB,,DET,W 26-0,,,,,,,,,,,,,,,,,,,
13,2009,6,2009-10-25,24-127,GNB,@,CLE,W 31-3,,1,2,50.00,12,0,0,68.7,6.00,6.00,0,0,,0,0,0,0.0,0,0
14,2009,7,2009-11-01,24-134,GNB,,MIN,L 26-38,,1,1,100.00,3,0,0,79.2,3.00,3.00,0,0,,0,0,0,0.0,0,0
15,2009,8,2009-11-08,24-141,GNB,@,TAM,L 28-38,,,,,,,,,,,,,,,,,,,
16,2009,9,2009-11-15,24-148,GNB,,DAL,W 17-7,,,,,,,,,,,,,,,,,,,
17,2009,10,2009-11-22,24-155,GNB,,SFO,W 30-24,,,,,,,,,,,,,,,,,,,
18,2009,11,2009-11-26,24-159,GNB,@,DET,W 34-12,,,,,,,,,,,,,,,,,,,
19,2009,12,2009-12-07,24-170,GNB,,BAL,W 27-14,,,,,,,,,,,,,,,,,,,
20,2009,13,2009-12-13,24-176,GNB,@,CHI,W 21-14,,,,,,,,,,,,,,,,,,,
21,2009,15,2009-12-27,24-190,GNB,,SEA,W 48-10,,4,6,66.67,36,0,0,82.6,6.00,6.00,2,-2,-1.00,0,0,0,0.0,0,0
22,2009,16,2010-01-03,24-197,GNB,@,ARI,W 33-7,,1,3,33.33,7,0,1,2.8,2.33,-12.67,3,-3,-1.00,0,0,0,0.0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts,Sk,Tkl,Ast
23,2010,7,2010-10-24,25-126,GNB,,MIN,W 28-24,,0,1,0.00,0,0,0,39.6,0.00,0.00,0,0,,0,0,0,0.0,0,0
24,2010,9,2010-11-07,25-140,GNB,,DAL,W 45-7,,0,1,0.00,0,0,0,39.6,0.00,0.00,0,0,,0,0,0,0.0,0,0
25,2010,10,2010-11-21,25-154,GNB,@,MIN,W 31-3,,1,1,100.00,5,0,0,87.5,5.00,5.00,1,5,5.00,0,0,0,0.0,0,0
26,2010,12,2010-12-05,25-168,GNB,,SFO,W 34-16,,0,0,,0,0,0,,,,2,-2,-1.00,0,0,0,0.0,0,0
27,2010,13,2010-12-12,25-175,GNB,@,DET,L 3-7,,15,26,57.69,177,0,1,62.5,6.81,5.08,3,10,3.33,0,0,0,0.0,0,0
28,2010,14,2010-12-19,25-182,GNB,@,NWE,L 27-31,*,24,37,64.86,251,3,1,100.2,6.78,7.19,3,13,4.33,0,0,0,0.0,0,0
29,2010,15,2010-12-26,25-189,GNB,,NYG,W 45-17,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts,Sk,Tkl,Ast
30,2011,4,2011-10-02,26-104,GNB,,DEN,W 49-23,,0,1,0.00,0,0,1,0.0,0.00,-45.00,2,-2,-1.00,0,0,0,0.0,0,0
31,2011,9,2011-11-14,26-147,GNB,,MIN,W 45-7,,2,2,100.00,38,0,0,118.7,19.00,19.00,4,0,0.00,1,1,6,0.0,0,0
32,2011,13,2011-12-11,26-174,GNB,,OAK,W 46-16,,0,2,0.00,0,0,0,39.6,0.00,0.00,3,-2,-0.67,0,0,0,0.0,0,0
33,2011,15,2011-12-25,26-188,GNB,,CHI,W 35-21,,0,0,,0,0,0,,,,2,-2,-1.00,0,0,0,0.0,0,0
34,2011,16,2012-01-01,26-195,GNB,,DET,W 45-41,*,31,44,70.45,480,6,1,136.4,10.91,12.61,2,0,0.00,0,0,0,0.0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts,Sk,Tkl,Ast
35,2012,13,2012-12-09,27-172,SEA,,ARI,W 58-0,,5,9,55.56,68,0,0,79.9,7.56,7.56,1,-2,-2.00,0,0,0,0.0,0,0
36,2012,14,2012-12-16,27-179,SEA,@,BUF,W 50-17,,,,,,,,,,,,,,,,,,,
37,2012,15,2012-12-23,27-186,SEA,,SFO,W 42-13,,0,0,,0,0,0,,,,3,-3,-1.00,0,0,0,0.0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts,Sk,Tkl,Ast
38,2013,3,2013-09-23,28-095,OAK,@,DEN,L 21-37,,1,2,50.00,19,0,0,83.3,9.50,9.50,0,0,,0,0,0,0.0,0,0
39,2013,4,2013-09-29,28-101,OAK,,WAS,L 14-24,*,21,32,65.63,227,1,1,83.7,7.09,6.31,3,4,1.33,0,0,0,0.0,0,0
40,2013,11,2013-11-24,28-157,GNB,,MIN,T 26-26,,21,36,58.33,218,1,0,85.2,6.06,6.61,4,24,6.00,0,0,0,0.0,0,0
41,2013,12,2013-11-28,28-161,GNB,@,DET,L 10-40,*,10,20,50.00,139,0,1,51.9,6.95,4.70,2,4,2.00,0,0,0,0.0,1,0
42,2013,13,2013-12-08,28-171,GNB,,ATL,W 22-21,*,24,32,75.00,258,1,1,95.6,8.06,7.28,6,28,4.67,0,0,0,0.0,0,0
43,2013,14,2013-12-15,28-178,GNB,@,DAL,W 37-36,*,26,39,66.67,299,4,1,113.1,7.67,8.56,3,-3,-1.00,0,0,0,0.0,0,0
44,2013,15,2013-12-22,28-185,GNB,,PIT,L 31-38,*,21,39,53.85,232,1,1,69.6,5.95,5.31,2,8,4.00,0,0,0,0.0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts,Sk,Tkl,Ast
45,2014,5,2014-10-02,29-104,GNB,,MIN,W 42-10,,3,5,60.00,22,0,1,30.8,4.40,-4.60,1,-1,-1.00,0,0,0,0.0,0,0
