
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,2PM,TD,Pts,Sk,Tkl,Ast
1,2002,12,2002-12-01,23-150,ARI,@,KAN,L 0-49,,4,12,33.33,45,0,1,10.8,3.75,0.00,0,0,,0,0,0,0,,0,,0,0,0.0,0,0
2,2002,16,2002-12-29,23-178,ARI,@,DEN,L 7-37,,3,6,50.00,21,0,1,18.7,3.50,-4.00,1,20,20.00,0,0,0,0,,0,,0,0,0.0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,2PM,TD,Pts,Sk,Tkl,Ast
3,2003,2,2003-09-14,24-072,ARI,,SEA,L 0-38,,18,32,56.25,150,0,2,42.4,4.69,1.88,6,33,5.50,0,0,0,0,,0,,0,0,0.0,0,0
4,2003,3,2003-09-21,24-079,ARI,,GNB,W 20-13,,,,,,,,,,,,,,,,,,,,,,,,,
5,2003,4,2003-09-28,24-086,ARI,@,STL,L 13-37,,3,4,75.00,47,0,0,113.5,11.75,11.75,1,8,8.00,0,0,0,0,,0,,0,0,0.0,0,0
6,2003,8,2003-11-02,24-121,ARI,,CIN,W 17-14,,,,,,,,,,,,,,,,,,,,,,,,,
7,2003,10,2003-11-16,24-135,ARI,@,CLE,L 6-44,,4,11,36.36,31,0,2,5.3,2.82,-5.36,2,9,4.50,0,0,0,0,,0,,0,0,0.0,0,0
8,2003,11,2003-11-23,24-142,ARI,,STL,L 27-30,,,,,,,,,,,,,,,0,,,,,,,,,,
9,2003,12,2003-11-30,24-149,ARI,@,CHI,L 3-28,,0,1,0.00,0,0,0,39.6,0.00,0.00,0,0,,0,,0,0,,0,,0,0,0.0,0,0
10,2003,13,2003-12-07,24-156,ARI,@,SFO,L 14-50,,11,20,55.00,120,2,0,106.2,6.00,8.00,2,-5,-2.50,0,0,0,0,,0,,0,0,0.0,0,0
11,2003,14,2003-12-14,24-163,ARI,,CAR,L 17-20,*,14,25,56.00,172,0,1,60.7,6.88,5.08,6,48,8.00,1,0,0,0,,0,,1,6,0.0,0,0
12,2003,15,2003-12-21,24-170,ARI,@,SEA,L 10-28,*,25,40,62.50,274,1,0,91.0,6.85,7.35,8,38,4.75,0,0,0,0,,0,,0,0,0.0,0,0
13,2003,16,2003-12-28,24-177,ARI,,MIN,W 18-17,*,20,33,60.61,224,2,1,88.4,6.79,6.64,3,27,9.00,0,0,0,0,,0,,0,0,0.0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,2PM,TD,Pts,Sk,Tkl,Ast
14,2004,1,2004-09-12,25-070,ARI,@,STL,L 10-17,*,18,29,62.07,181,0,0,79.8,6.24,6.24,1,5,5.00,0,0,0,0,,0,,0,0,0.0,0,0
15,2004,2,2004-09-19,25-077,ARI,,NWE,L 12-23,*,13,29,44.83,160,0,2,33.7,5.52,2.41,3,19,6.33,0,0,0,0,,0,,0,0,0.0,0,0
