
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
1,2014,2,2014-09-14,21-282,CLE,,NOR,W 26-24,,0,1,0.00,0,0,0,39.6,0.00,0.00,0,0,,0,0,0
2,2014,3,2014-09-21,21-289,CLE,,BAL,L 21-23,,,,,,,,,,,,,,,,
3,2014,12,2014-11-30,21-359,CLE,@,BUF,L 10-26,,5,8,62.50,63,0,0,87.0,7.88,7.88,2,13,6.50,1,1,6
4,2014,14,2014-12-14,22-008,CLE,,CIN,L 0-30,*,10,18,55.56,80,0,2,27.3,4.44,-0.56,5,13,2.60,0,0,0
5,2014,15,2014-12-21,22-015,CLE,@,CAR,L 13-17,*,3,8,37.50,32,0,0,50.0,4.00,4.00,2,3,1.50,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
6,2015,1,2015-09-13,22-281,CLE,@,NYJ,L 10-31,,13,24,54.17,182,1,1,75.3,7.58,6.54,5,35,7.00,0,0,0
7,2015,2,2015-09-20,22-288,CLE,,TEN,W 28-14,*,8,15,53.33,172,2,0,133.9,11.47,14.13,3,1,0.33,0,0,0
,,,7 Games,,,,,2-5-0,,39,74,52.70,529,3,3,72.4,7.15,6.14,17,65,3.82,1,1,6
