
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD
1,2015,4,2015-10-05,25-346,SEA,,DET,W 13-10,1,1,12,12.00,0
2,2015,5,2015-10-11,25-352,SEA,@,CIN,L 24-27,0,0,0,,0
3,2015,6,2015-10-18,25-359,SEA,,CAR,L 23-27,,0,0,,0
,,,3 Games,,,,,1-2-0,1,1,12,12.00,0
