
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
1,2011,6,2011-10-16,22-118,OAK,,CLE,W 24-17,,,,,,,,,,,,,,,,,,,,,
2,2011,7,2011-10-23,22-125,OAK,,KAN,L 0-28,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
3,2012,14,2012-12-16,23-179,OAK,,KAN,W 15-0,,0,1,0.00,0,0,0,39.6,0.00,0.00,0,0,,0,0,0,0,,0,0,0
4,2012,15,2012-12-23,23-186,OAK,@,CAR,L 6-17,,1,1,100.00,5,0,0,87.5,5.00,5.00,1,2,2.00,0,1,1,22,22.00,0,0,0
5,2012,16,2012-12-30,23-193,OAK,@,SDG,L 21-24,*,13,28,46.43,150,2,1,72.0,5.36,5.18,9,49,5.44,1,0,0,0,,0,1,6
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
6,2013,1,2013-09-08,24-080,OAK,@,IND,L 17-21,*,19,29,65.52,217,1,2,70.6,7.48,5.07,13,112,8.62,0,0,0,0,,0,0,0
7,2013,2,2013-09-15,24-087,OAK,,JAX,W 19-9,*,15,24,62.50,126,0,0,76.0,5.25,5.25,9,50,5.56,0,0,0,0,,0,0,0
8,2013,3,2013-09-23,24-095,OAK,@,DEN,L 21-37,*,19,28,67.86,281,1,0,112.4,10.04,10.75,4,36,9.00,0,0,0,0,,0,0,0
9,2013,5,2013-10-06,24-108,OAK,,SDG,W 27-17,*,18,23,78.26,221,2,0,135.7,9.61,11.35,11,31,2.82,0,0,0,0,,0,0,0
10,2013,6,2013-10-13,24-115,OAK,@,KAN,L 7-24,*,18,34,52.94,216,1,3,45.7,6.35,2.97,7,56,8.00,0,0,0,0,,0,0,0
11,2013,7,2013-10-27,24-129,OAK,,PIT,W 21-18,*,10,19,52.63,88,0,2,25.7,4.63,-0.11,9,106,11.78,1,0,0,0,,0,1,6
12,2013,8,2013-11-03,24-136,OAK,,PHI,L 20-49,*,22,41,53.66,288,0,2,55.7,7.02,4.83,10,94,9.40,0,0,0,0,,0,0,0
13,2013,9,2013-11-10,24-143,OAK,@,NYG,L 20-24,*,11,26,42.31,122,0,1,40.9,4.69,2.96,5,19,3.80,1,0,0,0,,0,1,6
14,2013,13,2013-12-08,24-171,OAK,@,NYJ,L 27-37,,2,5,40.00,20,0,0,52.1,4.00,4.00,3,4,1.33,0,0,0,0,,0,0,0
15,2013,14,2013-12-15,24-178,OAK,,KAN,L 31-56,,1,5,20.00,12,0,1,0.0,2.40,-6.60,3,19,6.33,0,0,0,0,,0,0,0
16,2013,16,2013-12-29,24-192,OAK,,DEN,L 14-34,*,21,38,55.26,207,2,0,88.4,5.45,6.50,9,49,5.44,0,0,0,0,,0,0,0
,,,16 Games,,,,,5-11-0,,170,302,56.29,1953,9,12,69.3,6.47,5.27,93,627,6.74,3,1,1,22,22.00,0,3,18
