
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
1,2014,4,2014-09-25,24-199,NYG,@,WAS,W 45-14,,,,,,,,,,,,,,
2,2014,6,2014-10-12,24-216,NYG,@,PHI,L 0-27,,4,5,80.00,60,0,0,116.7,12.00,12.00,0,0,,0
3,2014,8,2014-11-03,24-238,NYG,,IND,L 24-40,,,,,,,,,,,,,,
4,2014,13,2014-12-07,24-272,NYG,@,TEN,W 36-7,,0,0,,0,0,0,,,,2,-3,-1.50,0
,,,4 Games,,,,,2-2-0,,4,5,80.00,60,0,0,116.7,12.00,12.00,2,-3,-1.50,0
