
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,2PM,TD,Pts,Sk,Tkl,Ast
1,2008,1,2008-09-07,23-113,ATL,,DET,W 34-21,*,9,13,69.23,161,1,0,137.0,12.38,13.92,5,-2,-0.40,0,,0,0,0.0,0,0
2,2008,2,2008-09-14,23-120,ATL,@,TAM,L 9-24,*,13,33,39.39,158,0,2,29.6,4.79,2.06,6,10,1.67,0,,0,0,0.0,0,0
3,2008,3,2008-09-21,23-127,ATL,,KAN,W 38-14,*,12,18,66.67,192,1,0,120.6,10.67,11.78,1,15,15.00,0,,0,0,0.0,0,0
4,2008,4,2008-09-28,23-134,ATL,@,CAR,L 9-24,*,21,41,51.22,158,0,0,60.8,3.85,3.85,2,11,5.50,0,,0,0,0.0,0,0
5,2008,5,2008-10-05,23-141,ATL,@,GNB,W 27-24,*,16,26,61.54,194,2,1,94.1,7.46,7.27,4,16,4.00,0,,0,0,0.0,0,0
6,2008,6,2008-10-12,23-148,ATL,,CHI,W 22-20,*,22,30,73.33,301,1,0,116.1,10.03,10.70,1,1,1.00,0,,0,0,0.0,0,0
7,2008,7,2008-10-26,23-162,ATL,@,PHI,L 14-27,*,23,44,52.27,277,2,2,68.1,6.30,5.16,1,4,4.00,0,,0,0,0.0,0,0
8,2008,8,2008-11-02,23-169,ATL,@,OAK,W 24-0,*,17,22,77.27,220,2,0,138.4,10.00,11.82,4,1,0.25,0,,0,0,0.0,0,0
9,2008,9,2008-11-09,23-176,ATL,,NOR,W 34-20,*,16,23,69.57,248,2,0,134.0,10.78,12.52,2,-2,-1.00,0,,0,0,0.0,0,0
10,2008,10,2008-11-16,23-183,ATL,,DEN,L 20-24,*,20,33,60.61,250,0,1,71.5,7.58,6.21,5,18,3.60,0,,0,0,0.0,0,0
11,2008,11,2008-11-23,23-190,ATL,,CAR,W 45-28,*,17,27,62.96,259,0,0,94.5,9.59,9.59,3,2,0.67,0,,0,0,0.0,0,0
12,2008,12,2008-11-30,23-197,ATL,@,SDG,W 22-16,*,17,23,73.91,207,2,0,130.2,9.00,10.74,4,-3,-0.75,0,,0,0,0.0,0,0
13,2008,13,2008-12-07,23-204,ATL,@,NOR,L 25-29,*,24,33,72.73,315,1,1,99.9,9.55,8.79,4,13,3.25,1,1,1,8,0.0,0,0
14,2008,14,2008-12-14,23-211,ATL,,TAM,W 13-10,*,15,23,65.22,206,0,2,57.5,8.96,5.04,6,19,3.17,0,,0,0,0.0,0,0
15,2008,15,2008-12-21,23-218,ATL,@,MIN,W 24-17,*,13,24,54.17,134,1,0,84.4,5.58,6.42,3,2,0.67,0,,0,0,0.0,0,0
