
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD,2PM,TD,Pts
1,2011,6,2011-10-23,22-266,WAS,@,CAR,L 20-33,1,0,0,,0,0,0,,0,,0,0
2,2011,7,2011-10-30,22-273,WAS,@,BUF,L 0-23,4,1,23,23.00,0,0,0,,0,,0,0
3,2011,8,2011-11-06,22-280,WAS,,SFO,L 11-19,6,4,34,8.50,0,0,0,,0,1,0,2
4,2011,9,2011-11-13,22-287,WAS,@,MIA,L 9-20,9,8,106,13.25,0,0,0,,0,,0,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD,2PM,TD,Pts
5,2012,1,2012-09-09,23-223,WAS,@,NOR,W 40-32,,,,,,,,,,,,
6,2012,2,2012-09-16,23-230,WAS,@,STL,L 28-31,3,2,68,34.00,1,0,0,,0,,1,6
7,2012,3,2012-09-23,23-237,WAS,,CIN,L 31-38,7,4,56,14.00,0,0,0,,0,,0,0
8,2012,4,2012-09-30,23-244,WAS,@,TAM,W 24-22,11,7,57,8.14,0,0,0,,0,,0,0
9,2012,5,2012-10-07,23-251,WAS,,ATL,L 17-24,1,1,3,3.00,0,1,2,2.00,0,,0,0
10,2012,6,2012-10-14,23-258,WAS,,MIN,W 38-26,3,2,23,11.50,0,0,0,,0,,0,0
11,2012,7,2012-10-21,23-265,WAS,@,NYG,L 23-27,8,6,70,11.67,0,0,0,,0,,0,0
12,2012,8,2012-10-28,23-272,WAS,@,PIT,L 12-27,4,1,16,16.00,0,0,0,,0,,0,0
13,2012,9,2012-11-04,23-279,WAS,,CAR,L 13-21,4,3,49,16.33,0,0,0,,0,,0,0
14,2012,10,2012-11-18,23-293,WAS,,PHI,W 31-6,2,2,30,15.00,0,0,0,,0,,0,0
15,2012,11,2012-11-22,23-297,WAS,@,DAL,W 38-31,2,1,12,12.00,0,0,0,,0,,0,0
16,2012,12,2012-12-03,23-308,WAS,,NYG,W 17-16,1,1,14,14.00,0,0,0,,0,,0,0
17,2012,13,2012-12-09,23-314,WAS,,BAL,W 31-28,5,4,67,16.75,0,1,3,3.00,0,,0,0
18,2012,14,2012-12-16,23-321,WAS,@,CLE,W 38-21,3,2,56,28.00,2,0,0,,0,,2,12
19,2012,15,2012-12-23,23-328,WAS,@,PHI,W 27-20,2,1,10,10.00,0,0,0,,0,,0,0
